user_id,channel,credit
user_828,partner_c,1.0
user_830,partner_a,1.0
user_832,partner_c,1.0
user_833,partner_b,1.0
user_834,partner_b,1.0
user_837,partner_b,1.0
user_839,partner_a,1.0
user_84,partner_a,1.0
user_841,partner_b,1.0
user_842,partner_a,1.0
user_846,partner_a,1.0
user_847,partner_b,1.0
user_85,partner_b,1.0
user_851,partner_a,1.0
user_854,partner_b,1.0
user_855,partner_c,1.0
user_856,partner_c,1.0
user_858,partner_c,1.0
user_86,partner_b,1.0
user_860,partner_a,1.0
user_862,partner_b,1.0
user_863,partner_a,1.0
user_866,partner_c,1.0
user_867,partner_c,1.0
user_870,partner_c,1.0
user_872,partner_a,1.0
user_873,partner_b,1.0
user_874,partner_a,1.0
user_875,partner_c,1.0
user_876,partner_c,1.0
user_882,partner_a,1.0
user_884,partner_a,1.0
user_887,partner_c,1.0
user_889,partner_a,1.0
user_89,partner_c,1.0
user_891,partner_b,1.0
user_892,partner_a,1.0
user_893,partner_c,1.0
user_894,partner_c,1.0
user_895,partner_c,1.0
user_898,partner_a,1.0
user_9,partner_b,1.0
user_901,partner_b,1.0
user_903,partner_a,1.0
user_905,partner_b,1.0
user_906,partner_b,1.0
user_908,partner_c,1.0
user_909,partner_c,1.0
user_91,partner_c,1.0
user_92,partner_b,1.0
user_921,partner_a,1.0
user_926,partner_c,1.0
user_929,partner_c,1.0
user_93,partner_a,1.0
user_931,partner_c,1.0
user_933,partner_a,1.0
user_934,partner_b,1.0
user_935,partner_a,1.0
user_936,partner_a,1.0
user_937,partner_b,1.0
user_939,partner_b,1.0
user_940,partner_b,1.0
user_942,partner_c,1.0
user_943,partner_b,1.0
user_945,partner_a,1.0
user_946,partner_c,1.0
user_947,partner_a,1.0
user_949,partner_b,1.0
user_950,partner_b,1.0
user_951,partner_c,1.0
user_954,partner_a,1.0
user_956,partner_c,1.0
user_957,partner_b,1.0
user_958,partner_b,1.0
user_959,partner_a,1.0
user_960,partner_b,1.0
user_961,partner_b,1.0
user_962,partner_c,1.0
user_964,partner_a,1.0
user_967,partner_a,1.0
user_968,partner_c,1.0
user_969,partner_a,1.0
user_972,partner_b,1.0
user_974,partner_c,1.0
user_975,partner_c,1.0
user_977,partner_b,1.0
user_979,partner_a,1.0
user_98,partner_b,1.0
user_980,partner_a,1.0
user_981,partner_b,1.0
user_982,partner_a,1.0
user_983,partner_b,1.0
user_984,partner_b,1.0
user_986,partner_b,1.0
user_989,partner_a,1.0
user_99,partner_a,1.0
user_990,partner_a,1.0
user_991,partner_c,1.0
user_992,partner_b,1.0
user_994,partner_b,1.0
user_998,partner_c,1.0
