user_id,timestamp,channel,converted
user_36,2024-01-11 00:10:00,partner_a,1
user_36,2024-01-11 00:20:00,partner_a,1
user_37,2024-01-03 00:00:00,partner_a,0
user_37,2024-01-03 00:10:00,partner_a,0
user_37,2024-01-03 00:20:00,partner_a,0
user_37,2024-01-03 00:30:00,partner_a,0
user_38,2024-01-05 00:00:00,partner_a,0
user_38,2024-01-05 00:10:00,partner_a,0
user_38,2024-01-05 00:20:00,partner_a,0
user_39,2024-01-09 00:00:00,partner_a,0
user_39,2024-01-09 00:10:00,partner_a,0
user_40,2024-01-08 00:00:00,partner_a,0
user_41,2024-01-16 00:00:00,partner_a,0
user_42,2024-01-24 00:00:00,partner_a,0
user_42,2024-01-24 00:10:00,partner_a,0
user_43,2024-01-08 00:00:00,partner_a,0
user_43,2024-01-08 00:10:00,partner_a,0
user_43,2024-01-08 00:20:00,partner_a,0
user_43,2024-01-08 00:30:00,partner_a,0
user_44,2024-01-01 00:00:00,partner_a,0
user_44,2024-01-01 00:10:00,partner_a,0
user_44,2024-01-01 00:20:00,partner_a,0
user_45,2024-01-14 00:00:00,partner_a,0
user_45,2024-01-14 00:10:00,partner_a,0
user_45,2024-01-14 00:20:00,partner_a,0
user_46,2024-01-26 00:00:00,partner_a,0
user_47,2024-01-07 00:00:00,partner_a,1
user_47,2024-01-07 00:10:00,partner_a,1
user_48,2024-01-15 00:00:00,partner_a,1
user_48,2024-01-15 00:10:00,partner_a,1
user_48,2024-01-15 00:20:00,partner_a,1
user_49,2024-01-13 00:00:00,partner_a,0
user_49,2024-01-13 00:10:00,partner_a,0
user_49,2024-01-13 00:20:00,partner_a,0
user_49,2024-01-13 00:30:00,partner_a,0
user_50,2024-01-07 00:00:00,partner_a,0
user_50,2024-01-07 00:10:00,partner_a,0
user_50,2024-01-07 00:20:00,partner_a,0
user_50,2024-01-07 00:30:00,partner_a,0
user_51,2024-01-04 00:00:00,partner_a,0
user_52,2024-01-07 00:00:00,partner_a,0
user_52,2024-01-07 00:10:00,partner_a,0
user_52,2024-01-07 00:20:00,partner_a,0
user_53,2024-01-29 00:00:00,partner_a,0
user_53,2024-01-29 00:10:00,partner_a,0
user_53,2024-01-29 00:20:00,partner_a,0
user_54,2024-01-07 00:00:00,partner_a,0
user_54,2024-01-07 00:10:00,partner_a,0
user_54,2024-01-07 00:20:00,partner_a,0
user_54,2024-01-07 00:30:00,partner_a,0
user_55,2024-01-28 00:00:00,partner_a,0
user_55,2024-01-28 00:10:00,partner_a,0
user_56,2024-01-30 00:00:00,partner_a,0
user_57,2024-01-28 00:00:00,partner_a,0
user_57,2024-01-28 00:10:00,partner_a,0
user_58,2024-01-20 00:00:00,partner_a,0
user_58,2024-01-20 00:10:00,partner_a,0
user_58,2024-01-20 00:20:00,partner_a,0
user_58,2024-01-20 00:30:00,partner_a,0
user_59,2024-01-26 00:00:00,partner_a,1
user_59,2024-01-26 00:10:00,partner_a,1
user_59,2024-01-26 00:20:00,partner_a,1
user_60,2024-01-07 00:00:00,partner_a,0
user_61,2024-01-25 00:00:00,partner_a,0
user_62,2024-01-20 00:00:00,partner_a,0
user_63,2024-01-07 00:00:00,partner_a,1
user_63,2024-01-07 00:10:00,partner_a,1
user_63,2024-01-07 00:20:00,partner_a,1
user_64,2024-01-09 00:00:00,partner_a,0
user_64,2024-01-09 00:10:00,partner_a,0
user_64,2024-01-09 00:20:00,partner_a,0
user_65,2024-01-19 00:00:00,partner_a,0
user_66,2024-01-15 00:00:00,partner_a,1
user_66,2024-01-15 00:10:00,partner_a,1
user_66,2024-01-15 00:20:00,partner_a,1
user_66,2024-01-15 00:30:00,partner_a,1
user_67,2024-01-24 00:00:00,partner_a,0
user_67,2024-01-24 00:10:00,partner_a,0
user_67,2024-01-24 00:20:00,partner_a,0
user_67,2024-01-24 00:30:00,partner_a,0
user_68,2024-01-30 00:00:00,partner_a,0
user_69,2024-01-12 00:00:00,partner_a,0
user_69,2024-01-12 00:10:00,partner_a,0
user_69,2024-01-12 00:20:00,partner_a,0
user_69,2024-01-12 00:30:00,partner_a,0
user_70,2024-01-03 00:00:00,partner_a,0
user_70,2024-01-03 00:10:00,partner_a,0
user_71,2024-01-24 00:00:00,partner_a,1
user_72,2024-01-02 00:00:00,partner_a,0
user_73,2024-01-23 00:00:00,partner_a,0
user_73,2024-01-23 00:10:00,partner_a,0
user_74,2024-01-01 00:00:00,partner_a,0
user_75,2024-01-21 00:00:00,partner_a,0
user_75,2024-01-21 00:10:00,partner_a,0
user_76,2024-01-06 00:00:00,partner_a,0
user_76,2024-01-06 00:10:00,partner_a,0
user_76,2024-01-06 00:20:00,partner_a,0
user_76,2024-01-06 00:30:00,partner_a,0
user_77,2024-01-23 00:00:00,partner_a,0
user_77,2024-01-23 00:10:00,partner_a,0
user_77,2024-01-23 00:20:00,partner_a,0
user_77,2024-01-23 00:30:00,partner_a,0
user_78,2024-01-17 00:00:00,partner_a,0
user_78,2024-01-17 00:10:00,partner_a,0
user_78,2024-01-17 00:20:00,partner_a,0
user_79,2024-01-05 00:00:00,partner_a,0
user_79,2024-01-05 00:10:00,partner_a,0
user_79,2024-01-05 00:20:00,partner_a,0
user_79,2024-01-05 00:30:00,partner_a,0
user_80,2024-01-22 00:00:00,partner_a,0
user_80,2024-01-22 00:10:00,partner_a,0
user_81,2024-01-16 00:00:00,partner_a,0
user_81,2024-01-16 00:10:00,partner_a,0
user_81,2024-01-16 00:20:00,partner_a,0
user_81,2024-01-16 00:30:00,partner_a,0
user_82,2024-01-27 00:00:00,partner_a,1
user_82,2024-01-27 00:10:00,partner_a,1
user_82,2024-01-27 00:20:00,partner_a,1
user_82,2024-01-27 00:30:00,partner_a,1
user_83,2024-01-03 00:00:00,partner_a,0
user_84,2024-01-04 00:00:00,partner_a,1
user_84,2024-01-04 00:10:00,partner_a,1
user_84,2024-01-04 00:20:00,partner_a,1
user_85,2024-01-19 00:00:00,partner_a,0
user_85,2024-01-19 00:10:00,partner_a,0
user_85,2024-01-19 00:20:00,partner_a,0
user_86,2024-01-20 00:00:00,partner_a,0
user_86,2024-01-20 00:10:00,partner_a,0
user_86,2024-01-20 00:20:00,partner_a,0
user_87,2024-01-07 00:00:00,partner_a,0
user_87,2024-01-07 00:10:00,partner_a,0
user_87,2024-01-07 00:20:00,partner_a,0
user_87,2024-01-07 00:30:00,partner_a,0
user_88,2024-01-11 00:00:00,partner_a,0
user_89,2024-01-18 00:00:00,partner_a,0
user_90,2024-01-10 00:00:00,partner_a,0
user_90,2024-01-10 00:10:00,partner_a,0
user_91,2024-01-16 00:00:00,partner_a,0
user_91,2024-01-16 00:10:00,partner_a,0
user_91,2024-01-16 00:20:00,partner_a,0
user_91,2024-01-16 00:30:00,partner_a,0
user_92,2024-01-20 00:00:00,partner_a,0
user_93,2024-01-01 00:00:00,partner_a,1
user_93,2024-01-01 00:10:00,partner_a,1
user_94,2024-01-05 00:00:00,partner_a,0
user_94,2024-01-05 00:10:00,partner_a,0
user_94,2024-01-05 00:20:00,partner_a,0
user_94,2024-01-05 00:30:00,partner_a,0
user_95,2024-01-23 00:00:00,partner_a,0
user_95,2024-01-23 00:10:00,partner_a,0
user_95,2024-01-23 00:20:00,partner_a,0
user_96,2024-01-19 00:00:00,partner_a,0
user_96,2024-01-19 00:10:00,partner_a,0
user_96,2024-01-19 00:20:00,partner_a,0
user_97,2024-01-20 00:00:00,partner_a,0
user_97,2024-01-20 00:10:00,partner_a,0
user_97,2024-01-20 00:20:00,partner_a,0
user_98,2024-01-01 00:00:00,partner_a,0
user_98,2024-01-01 00:10:00,partner_a,0
user_98,2024-01-01 00:20:00,partner_a,0
user_98,2024-01-01 00:30:00,partner_a,0
user_99,2024-01-17 00:00:00,partner_a,1
user_99,2024-01-17 00:10:00,partner_a,1
user_99,2024-01-17 00:20:00,partner_a,1
user_100,2024-01-08 00:00:00,partner_a,0
user_100,2024-01-08 00:10:00,partner_a,0
user_101,2024-01-16 00:00:00,partner_a,1
user_101,2024-01-16 00:10:00,partner_a,1
user_101,2024-01-16 00:20:00,partner_a,1
user_102,2024-01-25 00:00:00,partner_a,1
user_102,2024-01-25 00:10:00,partner_a,1
user_102,2024-01-25 00:20:00,partner_a,1
user_103,2024-01-14 00:00:00,partner_a,0
user_103,2024-01-14 00:10:00,partner_a,0
user_103,2024-01-14 00:20:00,partner_a,0
user_103,2024-01-14 00:30:00,partner_a,0
user_104,2024-01-03 00:00:00,partner_a,0
user_104,2024-01-03 00:10:00,partner_a,0
user_105,2024-01-04 00:00:00,partner_a,0
user_106,2024-01-14 00:00:00,partner_a,0
user_107,2024-01-24 00:00:00,partner_a,0
user_107,2024-01-24 00:10:00,partner_a,0
user_107,2024-01-24 00:20:00,partner_a,0
user_107,2024-01-24 00:30:00,partner_a,0
user_108,2024-01-03 00:00:00,partner_a,0
user_108,2024-01-03 00:10:00,partner_a,0
user_108,2024-01-03 00:20:00,partner_a,0
user_109,2024-01-16 00:00:00,partner_a,1
user_110,2024-01-22 00:00:00,partner_a,0
user_110,2024-01-22 00:10:00,partner_a,0
user_110,2024-01-22 00:20:00,partner_a,0
user_111,2024-01-30 00:00:00,partner_a,0
user_111,2024-01-30 00:10:00,partner_a,0
user_112,2024-01-19 00:00:00,partner_a,0
user_113,2024-01-27 00:00:00,partner_a,0
user_113,2024-01-27 00:10:00,partner_a,0
user_113,2024-01-27 00:20:00,partner_a,0
user_114,2024-01-01 00:00:00,partner_a,0
user_114,2024-01-01 00:10:00,partner_a,0
user_115,2024-01-01 00:00:00,partner_a,1
user_115,2024-01-01 00:10:00,partner_a,1
user_115,2024-01-01 00:20:00,partner_a,1
user_115,2024-01-01 00:30:00,partner_a,1
user_116,2024-01-16 00:00:00,partner_a,0
user_117,2024-01-17 00:00:00,partner_a,1
user_117,2024-01-17 00:10:00,partner_a,1
user_117,2024-01-17 00:20:00,partner_a,1
user_118,2024-01-28 00:00:00,partner_a,0
user_118,2024-01-28 00:10:00,partner_a,0
user_118,2024-01-28 00:20:00,partner_a,0
user_118,2024-01-28 00:30:00,partner_a,0
user_119,2024-01-21 00:00:00,partner_a,0
user_119,2024-01-21 00:10:00,partner_a,0
user_120,2024-01-09 00:00:00,partner_a,0
user_120,2024-01-09 00:10:00,partner_a,0
user_120,2024-01-09 00:20:00,partner_a,0
user_120,2024-01-09 00:30:00,partner_a,0
user_121,2024-01-17 00:00:00,partner_a,0
user_122,2024-01-03 00:00:00,partner_a,0
user_122,2024-01-03 00:10:00,partner_a,0
user_122,2024-01-03 00:20:00,partner_a,0
user_123,2024-01-29 00:00:00,partner_a,0
user_123,2024-01-29 00:10:00,partner_a,0
user_123,2024-01-29 00:20:00,partner_a,0
user_123,2024-01-29 00:30:00,partner_a,0
user_124,2024-01-01 00:00:00,partner_a,0
user_124,2024-01-01 00:10:00,partner_a,0
user_124,2024-01-01 00:20:00,partner_a,0
user_125,2024-01-18 00:00:00,partner_a,0
user_125,2024-01-18 00:10:00,partner_a,0
user_125,2024-01-18 00:20:00,partner_a,0
user_125,2024-01-18 00:30:00,partner_a,0
user_126,2024-01-22 00:00:00,partner_a,0
user_126,2024-01-22 00:10:00,partner_a,0
user_126,2024-01-22 00:20:00,partner_a,0
user_127,2024-01-14 00:00:00,partner_a,1
user_127,2024-01-14 00:10:00,partner_a,1
user_127,2024-01-14 00:20:00,partner_a,1
user_127,2024-01-14 00:30:00,partner_a,1
user_128,2024-01-15 00:00:00,partner_a,0
user_128,2024-01-15 00:10:00,partner_a,0
user_128,2024-01-15 00:20:00,partner_a,0
user_128,2024-01-15 00:30:00,partner_a,0
user_129,2024-01-27 00:00:00,partner_a,0
user_129,2024-01-27 00:10:00,partner_a,0
user_130,2024-01-17 00:00:00,partner_a,0
user_130,2024-01-17 00:10:00,partner_a,0
user_131,2024-01-11 00:00:00,partner_a,0
user_132,2024-01-29 00:00:00,partner_a,0
user_132,2024-01-29 00:10:00,partner_a,0
user_132,2024-01-29 00:20:00,partner_a,0
user_133,2024-01-03 00:00:00,partner_a,0
user_133,2024-01-03 00:10:00,partner_a,0
user_134,2024-01-13 00:00:00,partner_a,1
user_134,2024-01-13 00:10:00,partner_a,1
user_134,2024-01-13 00:20:00,partner_a,1
user_134,2024-01-13 00:30:00,partner_a,1
user_135,2024-01-25 00:00:00,partner_a,0
user_135,2024-01-25 00:10:00,partner_a,0
user_135,2024-01-25 00:20:00,partner_a,0
user_136,2024-01-01 00:00:00,partner_a,1
user_136,2024-01-01 00:10:00,partner_a,1
user_136,2024-01-01 00:20:00,partner_a,1
user_136,2024-01-01 00:30:00,partner_a,1
user_137,2024-01-16 00:00:00,partner_a,1
user_137,2024-01-16 00:10:00,partner_a,1
user_138,2024-01-23 00:00:00,partner_a,1
user_138,2024-01-23 00:10:00,partner_a,1
user_138,2024-01-23 00:20:00,partner_a,1
user_139,2024-01-02 00:00:00,partner_a,0
user_139,2024-01-02 00:10:00,partner_a,0
user_140,2024-01-22 00:00:00,partner_a,0
user_140,2024-01-22 00:10:00,partner_a,0
user_140,2024-01-22 00:20:00,partner_a,0
user_141,2024-01-30 00:00:00,partner_a,0
user_141,2024-01-30 00:10:00,partner_a,0
user_142,2024-01-26 00:00:00,partner_a,1
user_142,2024-01-26 00:10:00,partner_a,1
user_143,2024-01-10 00:00:00,partner_a,0
user_143,2024-01-10 00:10:00,partner_a,0
user_143,2024-01-10 00:20:00,partner_a,0
user_143,2024-01-10 00:30:00,partner_a,0
user_144,2024-01-11 00:00:00,partner_a,1
user_144,2024-01-11 00:10:00,partner_a,1
user_145,2024-01-08 00:00:00,partner_a,0
user_146,2024-01-12 00:00:00,partner_a,0
user_146,2024-01-12 00:10:00,partner_a,0
user_146,2024-01-12 00:20:00,partner_a,0
user_146,2024-01-12 00:30:00,partner_a,0
user_147,2024-01-06 00:00:00,partner_a,1
user_147,2024-01-06 00:10:00,partner_a,1
user_147,2024-01-06 00:20:00,partner_a,1
user_147,2024-01-06 00:30:00,partner_a,1
user_148,2024-01-30 00:00:00,partner_a,0
user_148,2024-01-30 00:10:00,partner_a,0
user_148,2024-01-30 00:20:00,partner_a,0
user_148,2024-01-30 00:30:00,partner_a,0
user_149,2024-01-08 00:00:00,partner_a,0
user_149,2024-01-08 00:10:00,partner_a,0
user_149,2024-01-08 00:20:00,partner_a,0
user_150,2024-01-18 00:00:00,partner_a,0
user_151,2024-01-19 00:00:00,partner_a,0
user_151,2024-01-19 00:10:00,partner_a,0
user_152,2024-01-19 00:00:00,partner_a,0
user_152,2024-01-19 00:10:00,partner_a,0
user_152,2024-01-19 00:20:00,partner_a,0
user_153,2024-01-26 00:00:00,partner_a,1
user_153,2024-01-26 00:10:00,partner_a,1
user_153,2024-01-26 00:20:00,partner_a,1
user_154,2024-01-30 00:00:00,partner_a,0
user_155,2024-01-12 00:00:00,partner_a,0
user_156,2024-01-26 00:00:00,partner_a,1
user_156,2024-01-26 00:10:00,partner_a,1
user_157,2024-01-30 00:00:00,partner_a,1
user_157,2024-01-30 00:10:00,partner_a,1
user_158,2024-01-08 00:00:00,partner_a,0
user_159,2024-01-16 00:00:00,partner_a,0
user_160,2024-01-05 00:00:00,partner_a,0
user_160,2024-01-05 00:10:00,partner_a,0
user_160,2024-01-05 00:20:00,partner_a,0
user_160,2024-01-05 00:30:00,partner_a,0
user_161,2024-01-03 00:00:00,partner_a,0
user_161,2024-01-03 00:10:00,partner_a,0
user_161,2024-01-03 00:20:00,partner_a,0
user_162,2024-01-19 00:00:00,partner_a,0
user_162,2024-01-19 00:10:00,partner_a,0
user_162,2024-01-19 00:20:00,partner_a,0
user_162,2024-01-19 00:30:00,partner_a,0
user_163,2024-01-29 00:00:00,partner_a,1
user_164,2024-01-15 00:00:00,partner_a,1
user_165,2024-01-30 00:00:00,partner_a,0
user_165,2024-01-30 00:10:00,partner_a,0
user_166,2024-01-16 00:00:00,partner_a,1
user_166,2024-01-16 00:10:00,partner_a,1
user_166,2024-01-16 00:20:00,partner_a,1
user_166,2024-01-16 00:30:00,partner_a,1
user_167,2024-01-21 00:00:00,partner_a,0
user_167,2024-01-21 00:10:00,partner_a,0
user_167,2024-01-21 00:20:00,partner_a,0
user_167,2024-01-21 00:30:00,partner_a,0
user_168,2024-01-30 00:00:00,partner_a,0
user_169,2024-01-26 00:00:00,partner_a,0
user_169,2024-01-26 00:10:00,partner_a,0
user_169,2024-01-26 00:20:00,partner_a,0
user_170,2024-01-04 00:00:00,partner_a,1
user_171,2024-01-10 00:00:00,partner_a,0
user_171,2024-01-10 00:10:00,partner_a,0
user_171,2024-01-10 00:20:00,partner_a,0
user_172,2024-01-01 00:00:00,partner_a,0
user_172,2024-01-01 00:10:00,partner_a,0
user_173,2024-01-04 00:00:00,partner_a,0
user_174,2024-01-23 00:00:00,partner_a,0
user_174,2024-01-23 00:10:00,partner_a,0
user_174,2024-01-23 00:20:00,partner_a,0
user_174,2024-01-23 00:30:00,partner_a,0
user_175,2024-01-27 00:00:00,partner_a,0
user_175,2024-01-27 00:10:00,partner_a,0
user_175,2024-01-27 00:20:00,partner_a,0
user_175,2024-01-27 00:30:00,partner_a,0
user_176,2024-01-18 00:00:00,partner_a,0
user_176,2024-01-18 00:10:00,partner_a,0
user_176,2024-01-18 00:20:00,partner_a,0
user_176,2024-01-18 00:30:00,partner_a,0
user_177,2024-01-01 00:00:00,partner_a,0
user_178,2024-01-05 00:00:00,partner_a,0
user_178,2024-01-05 00:10:00,partner_a,0
user_178,2024-01-05 00:20:00,partner_a,0
user_179,2024-01-01 00:00:00,partner_a,0
user_180,2024-01-12 00:00:00,partner_a,0
user_180,2024-01-12 00:10:00,partner_a,0
user_180,2024-01-12 00:20:00,partner_a,0
user_181,2024-01-14 00:00:00,partner_a,1
user_181,2024-01-14 00:10:00,partner_a,1
user_181,2024-01-14 00:20:00,partner_a,1
user_181,2024-01-14 00:30:00,partner_a,1
user_182,2024-01-18 00:00:00,partner_a,0
user_182,2024-01-18 00:10:00,partner_a,0
user_182,2024-01-18 00:20:00,partner_a,0
user_183,2024-01-26 00:00:00,partner_a,0
user_184,2024-01-10 00:00:00,partner_a,1
user_184,2024-01-10 00:10:00,partner_a,1
user_185,2024-01-19 00:00:00,partner_a,0
user_185,2024-01-19 00:10:00,partner_a,0
user_186,2024-01-26 00:00:00,partner_a,0
user_186,2024-01-26 00:10:00,partner_a,0
user_186,2024-01-26 00:20:00,partner_a,0
user_186,2024-01-26 00:30:00,partner_a,0
user_187,2024-01-11 00:00:00,partner_a,0
user_188,2024-01-25 00:00:00,partner_a,0
user_188,2024-01-25 00:10:00,partner_a,0
user_188,2024-01-25 00:20:00,partner_a,0
user_188,2024-01-25 00:30:00,partner_a,0
user_189,2024-01-04 00:00:00,partner_a,1
user_190,2024-01-24 00:00:00,partner_a,0
user_191,2024-01-03 00:00:00,partner_a,0
user_192,2024-01-17 00:00:00,partner_a,0
user_192,2024-01-17 00:10:00,partner_a,0
user_193,2024-01-23 00:00:00,partner_a,0
user_193,2024-01-23 00:10:00,partner_a,0
user_193,2024-01-23 00:20:00,partner_a,0
user_193,2024-01-23 00:30:00,partner_a,0
user_194,2024-01-12 00:00:00,partner_a,0
user_195,2024-01-23 00:00:00,partner_a,0
user_196,2024-01-30 00:00:00,partner_a,0
user_197,2024-01-20 00:00:00,partner_a,0
user_197,2024-01-20 00:10:00,partner_a,0
user_198,2024-01-13 00:00:00,partner_a,0
user_198,2024-01-13 00:10:00,partner_a,0
user_199,2024-01-04 00:00:00,partner_a,1
user_200,2024-01-19 00:00:00,partner_a,1
user_201,2024-01-28 00:00:00,partner_a,0
user_201,2024-01-28 00:10:00,partner_a,0
user_201,2024-01-28 00:20:00,partner_a,0
user_202,2024-01-20 00:00:00,partner_a,0
user_202,2024-01-20 00:10:00,partner_a,0
user_202,2024-01-20 00:20:00,partner_a,0
user_202,2024-01-20 00:30:00,partner_a,0
user_203,2024-01-16 00:00:00,partner_a,0
user_203,2024-01-16 00:10:00,partner_a,0
user_203,2024-01-16 00:20:00,partner_a,0
user_204,2024-01-12 00:00:00,partner_a,0
user_204,2024-01-12 00:10:00,partner_a,0
user_204,2024-01-12 00:20:00,partner_a,0
user_205,2024-01-21 00:00:00,partner_a,0
user_205,2024-01-21 00:10:00,partner_a,0
user_205,2024-01-21 00:20:00,partner_a,0
user_206,2024-01-16 00:00:00,partner_a,0
user_206,2024-01-16 00:10:00,partner_a,0
user_206,2024-01-16 00:20:00,partner_a,0
user_207,2024-01-21 00:00:00,partner_a,0
user_208,2024-01-14 00:00:00,partner_a,0
user_208,2024-01-14 00:10:00,partner_a,0
user_208,2024-01-14 00:20:00,partner_a,0
user_209,2024-01-03 00:00:00,partner_a,0
user_210,2024-01-11 00:00:00,partner_a,1
user_210,2024-01-11 00:10:00,partner_a,1
user_210,2024-01-11 00:20:00,partner_a,1
user_211,2024-01-09 00:00:00,partner_a,0
user_211,2024-01-09 00:10:00,partner_a,0
user_211,2024-01-09 00:20:00,partner_a,0
user_211,2024-01-09 00:30:00,partner_a,0
user_212,2024-01-17 00:00:00,partner_a,1
user_212,2024-01-17 00:10:00,partner_a,1
user_212,2024-01-17 00:20:00,partner_a,1
user_212,2024-01-17 00:30:00,partner_a,1
user_213,2024-01-14 00:00:00,partner_a,0
user_213,2024-01-14 00:10:00,partner_a,0
user_213,2024-01-14 00:20:00,partner_a,0
user_214,2024-01-09 00:00:00,partner_a,0
user_214,2024-01-09 00:10:00,partner_a,0
user_215,2024-01-02 00:00:00,partner_a,1
user_215,2024-01-02 00:10:00,partner_a,1
user_216,2024-01-06 00:00:00,partner_a,0
user_217,2024-01-13 00:00:00,partner_a,0
user_217,2024-01-13 00:10:00,partner_a,0
user_217,2024-01-13 00:20:00,partner_a,0
user_217,2024-01-13 00:30:00,partner_a,0
user_218,2024-01-17 00:00:00,partner_a,0
user_218,2024-01-17 00:10:00,partner_a,0
user_218,2024-01-17 00:20:00,partner_a,0
user_218,2024-01-17 00:30:00,partner_a,0
user_219,2024-01-13 00:00:00,partner_a,0
user_220,2024-01-28 00:00:00,partner_a,1
user_220,2024-01-28 00:10:00,partner_a,1
user_221,2024-01-12 00:00:00,partner_a,0
user_222,2024-01-10 00:00:00,partner_a,0
user_222,2024-01-10 00:10:00,partner_a,0
user_222,2024-01-10 00:20:00,partner_a,0
user_223,2024-01-30 00:00:00,partner_a,0
user_223,2024-01-30 00:10:00,partner_a,0
user_223,2024-01-30 00:20:00,partner_a,0
user_224,2024-01-18 00:00:00,partner_a,0
user_225,2024-01-20 00:00:00,partner_a,1
user_225,2024-01-20 00:10:00,partner_a,1
user_226,2024-01-09 00:00:00,partner_a,0
user_227,2024-01-13 00:00:00,partner_a,0
user_227,2024-01-13 00:10:00,partner_a,0
user_227,2024-01-13 00:20:00,partner_a,0
user_228,2024-01-28 00:00:00,partner_a,0
user_229,2024-01-01 00:00:00,partner_a,0
user_229,2024-01-01 00:10:00,partner_a,0
user_229,2024-01-01 00:20:00,partner_a,0
